Sample number 	 Current (A) 	 Absolute value (A) 	 Time (s)
2021.000000	5.072725	5.072725	20.210000
2022.000000	-7.968029	7.968029	20.220000
2023.000000	17.846892	17.846892	20.230000
2024.000000	-1.715275	1.715275	20.240000
2025.000000	9.524050	9.524050	20.250000
2026.000000	10.419559	10.419559	20.260000
2027.000000	10.260956	10.260956	20.270000
2028.000000	8.503001	8.503001	20.280000
2029.000000	9.937845	9.937845	20.290000
2030.000000	-4.912903	4.912903	20.300000
2031.000000	3.323205	3.323205	20.310000
2032.000000	7.997223	7.997223	20.320000
2033.000000	-8.163885	8.163885	20.330000
2034.000000	-13.660519	13.660519	20.340000
2035.000000	15.007200	15.007200	20.350000
2036.000000	8.002475	8.002475	20.360000
2037.000000	23.513963	23.513963	20.370000
2038.000000	25.670868	25.670868	20.380000
2039.000000	26.782959	26.782959	20.390000
2040.000000	10.600485	10.600485	20.400000
2041.000000	8.329736	8.329736	20.410000
2042.000000	9.795805	9.795805	20.420000
2043.000000	9.501609	9.501609	20.430000
2044.000000	24.336905	24.336905	20.440000
2045.000000	7.889639	7.889639	20.450000
2046.000000	12.076824	12.076824	20.460000
2047.000000	-4.482541	4.482541	20.470000
2048.000000	7.410137	7.410137	20.480000
2049.000000	4.219707	4.219707	20.490000
2050.000000	4.845715	4.845715	20.500000
2051.000000	-0.105619	0.105619	20.510000
2052.000000	5.432620	5.432620	20.520000
2053.000000	8.329943	8.329943	20.530000
2054.000000	10.583278	10.583278	20.540000
2055.000000	18.116398	18.116398	20.550000
2056.000000	21.043205	21.043205	20.560000
2057.000000	10.622813	10.622813	20.570000
2058.000000	26.622819	26.622819	20.580000
2059.000000	10.219870	10.219870	20.590000
2060.000000	4.108017	4.108017	20.600000
2061.000000	23.796335	23.796335	20.610000
2062.000000	19.794261	19.794261	20.620000
2063.000000	16.520903	16.520903	20.630000
2064.000000	4.142825	4.142825	20.640000
2065.000000	38.147986	38.147986	20.650000
2066.000000	5.276238	5.276238	20.660000
2067.000000	9.435517	9.435517	20.670000
2068.000000	14.506012	14.506012	20.680000
2069.000000	6.422403	6.422403	20.690000
2070.000000	8.850005	8.850005	20.700000
2071.000000	7.960986	7.960986	20.710000
2072.000000	14.855858	14.855858	20.720000
2073.000000	-8.288280	8.288280	20.730000
2074.000000	-8.880119	8.880119	20.740000
2075.000000	19.301559	19.301559	20.750000
2076.000000	24.641156	24.641156	20.760000
2077.000000	20.972996	20.972996	20.770000
2078.000000	21.737664	21.737664	20.780000
2079.000000	14.897332	14.897332	20.790000
2080.000000	3.277858	3.277858	20.800000
2081.000000	9.942961	9.942961	20.810000
2082.000000	18.260705	18.260705	20.820000
2083.000000	3.148747	3.148747	20.830000
2084.000000	20.458161	20.458161	20.840000
2085.000000	21.289315	21.289315	20.850000
2086.000000	1.765321	1.765321	20.860000
2087.000000	18.502900	18.502900	20.870000
2088.000000	4.790919	4.790919	20.880000
2089.000000	12.622660	12.622660	20.890000
2090.000000	1.060354	1.060354	20.900000
2091.000000	6.823657	6.823657	20.910000
2092.000000	4.197622	4.197622	20.920000
2093.000000	12.736417	12.736417	20.930000
2094.000000	19.043379	19.043379	20.940000
2095.000000	-23.507592	23.507592	20.950000
2096.000000	10.072009	10.072009	20.960000
2097.000000	-4.574377	4.574377	20.970000
2098.000000	6.722894	6.722894	20.980000
2099.000000	17.390302	17.390302	20.990000
2100.000000	10.848145	10.848145	21.000000
2101.000000	15.535096	15.535096	21.010000
2102.000000	-9.893462	9.893462	21.020000
2103.000000	16.696481	16.696481	21.030000
2104.000000	16.081403	16.081403	21.040000
2105.000000	41.167898	41.167898	21.050000
2106.000000	5.783458	5.783458	21.060000
2107.000000	22.224060	22.224060	21.070000
2108.000000	-3.719164	3.719164	21.080000
2109.000000	9.330224	9.330224	21.090000
2110.000000	-5.499136	5.499136	21.100000
2111.000000	12.147674	12.147674	21.110000
2112.000000	6.772659	6.772659	21.120000
2113.000000	3.670762	3.670762	21.130000
2114.000000	19.197638	19.197638	21.140000
2115.000000	18.431361	18.431361	21.150000
2116.000000	6.887228	6.887228	21.160000
2117.000000	19.957783	19.957783	21.170000
2118.000000	20.210094	20.210094	21.180000
2119.000000	7.284158	7.284158	21.190000
2120.000000	9.577843	9.577843	21.200000
2121.000000	22.957161	22.957161	21.210000
2122.000000	7.610242	7.610242	21.220000
2123.000000	9.330920	9.330920	21.230000
2124.000000	-6.490965	6.490965	21.240000
2125.000000	20.116030	20.116030	21.250000
2126.000000	12.838931	12.838931	21.260000
2127.000000	16.065650	16.065650	21.270000
2128.000000	5.362448	5.362448	21.280000
2129.000000	2.749531	2.749531	21.290000
2130.000000	18.326396	18.326396	21.300000
2131.000000	6.174899	6.174899	21.310000
2132.000000	7.543677	7.543677	21.320000
2133.000000	19.128886	19.128886	21.330000
2134.000000	3.218320	3.218320	21.340000
2135.000000	14.042498	14.042498	21.350000
2136.000000	11.189836	11.189836	21.360000
2137.000000	15.485055	15.485055	21.370000
2138.000000	-0.635816	0.635816	21.380000
2139.000000	8.053427	8.053427	21.390000
2140.000000	22.602097	22.602097	21.400000
2141.000000	-2.889291	2.889291	21.410000
2142.000000	7.757099	7.757099	21.420000
2143.000000	-7.943993	7.943993	21.430000
2144.000000	24.420350	24.420350	21.440000
2145.000000	13.787458	13.787458	21.450000
2146.000000	-2.537831	2.537831	21.460000
2147.000000	13.499513	13.499513	21.470000
2148.000000	3.340406	3.340406	21.480000
2149.000000	-0.548661	0.548661	21.490000
2150.000000	21.419957	21.419957	21.500000
2151.000000	-0.310517	0.310517	21.510000
2152.000000	28.777253	28.777253	21.520000
2153.000000	-5.161812	5.161812	21.530000
2154.000000	27.867576	27.867576	21.540000
2155.000000	9.493739	9.493739	21.550000
2156.000000	11.361662	11.361662	21.560000
2157.000000	5.218787	5.218787	21.570000
2158.000000	2.717978	2.717978	21.580000
2159.000000	23.868604	23.868604	21.590000
2160.000000	0.556444	0.556444	21.600000
2161.000000	5.793977	5.793977	21.610000
2162.000000	4.459175	4.459175	21.620000
2163.000000	5.196298	5.196298	21.630000
2164.000000	12.078106	12.078106	21.640000
2165.000000	-10.668726	10.668726	21.650000
2166.000000	5.265078	5.265078	21.660000
2167.000000	4.165744	4.165744	21.670000
2168.000000	28.883098	28.883098	21.680000
2169.000000	-8.138475	8.138475	21.690000
2170.000000	3.573592	3.573592	21.700000
2171.000000	9.606683	9.606683	21.710000
2172.000000	25.139681	25.139681	21.720000
2173.000000	4.730705	4.730705	21.730000
2174.000000	22.525883	22.525883	21.740000
2175.000000	11.861319	11.861319	21.750000
2176.000000	14.569743	14.569743	21.760000
2177.000000	-7.225172	7.225172	21.770000
2178.000000	11.041310	11.041310	21.780000
2179.000000	12.748090	12.748090	21.790000
2180.000000	13.952529	13.952529	21.800000
2181.000000	3.124939	3.124939	21.810000
2182.000000	5.729059	5.729059	21.820000
2183.000000	10.823142	10.823142	21.830000
2184.000000	-2.402178	2.402178	21.840000
2185.000000	17.630590	17.630590	21.850000
2186.000000	7.482788	7.482788	21.860000
2187.000000	10.471788	10.471788	21.870000
2188.000000	-2.102968	2.102968	21.880000
2189.000000	0.841668	0.841668	21.890000
2190.000000	6.950041	6.950041	21.900000
2191.000000	-8.416921	8.416921	21.910000
2192.000000	-0.278287	0.278287	21.920000
2193.000000	-3.029264	3.029264	21.930000
2194.000000	1.412976	1.412976	21.940000
2195.000000	19.919533	19.919533	21.950000
2196.000000	21.744581	21.744581	21.960000
2197.000000	17.604188	17.604188	21.970000
2198.000000	5.571478	5.571478	21.980000
2199.000000	17.479406	17.479406	21.990000
2200.000000	17.470105	17.470105	22.000000
2201.000000	-0.130902	0.130902	22.010000
2202.000000	17.586790	17.586790	22.020000
2203.000000	28.244670	28.244670	22.030000
2204.000000	-7.827492	7.827492	22.040000
2205.000000	10.323269	10.323269	22.050000
2206.000000	-2.823477	2.823477	22.060000
2207.000000	40.824997	40.824997	22.070000
2208.000000	17.975458	17.975458	22.080000
2209.000000	26.569890	26.569890	22.090000
2210.000000	5.383338	5.383338	22.100000
2211.000000	3.085314	3.085314	22.110000
2212.000000	9.140387	9.140387	22.120000
2213.000000	19.780938	19.780938	22.130000
2214.000000	2.187033	2.187033	22.140000
2215.000000	9.520646	9.520646	22.150000
2216.000000	7.410088	7.410088	22.160000
2217.000000	4.401741	4.401741	22.170000
2218.000000	10.278634	10.278634	22.180000
2219.000000	21.582005	21.582005	22.190000
2220.000000	15.259312	15.259312	22.200000
2221.000000	10.991732	10.991732	22.210000
2222.000000	22.037903	22.037903	22.220000
2223.000000	8.579844	8.579844	22.230000
2224.000000	-0.373907	0.373907	22.240000
2225.000000	19.463334	19.463334	22.250000
2226.000000	-0.298301	0.298301	22.260000
2227.000000	28.466408	28.466408	22.270000
2228.000000	14.774577	14.774577	22.280000
2229.000000	10.904630	10.904630	22.290000
2230.000000	17.905056	17.905056	22.300000
2231.000000	18.102711	18.102711	22.310000
2232.000000	-5.429615	5.429615	22.320000
2233.000000	14.668331	14.668331	22.330000
2234.000000	-4.064330	4.064330	22.340000
2235.000000	10.408133	10.408133	22.350000
2236.000000	2.568180	2.568180	22.360000
2237.000000	4.057182	4.057182	22.370000
2238.000000	17.239039	17.239039	22.380000
2239.000000	12.009934	12.009934	22.390000
2240.000000	20.694196	20.694196	22.400000
2241.000000	10.806359	10.806359	22.410000
2242.000000	4.712969	4.712969	22.420000
2243.000000	15.080117	15.080117	22.430000
2244.000000	11.023549	11.023549	22.440000
2245.000000	32.414135	32.414135	22.450000
2246.000000	-2.905945	2.905945	22.460000
2247.000000	-11.475535	11.475535	22.470000
2248.000000	18.750538	18.750538	22.480000
2249.000000	12.054199	12.054199	22.490000
2250.000000	1.009848	1.009848	22.500000
2251.000000	12.972273	12.972273	22.510000
2252.000000	25.180207	25.180207	22.520000
2253.000000	23.153706	23.153706	22.530000
2254.000000	1.311966	1.311966	22.540000
2255.000000	-5.960539	5.960539	22.550000
2256.000000	4.080704	4.080704	22.560000
2257.000000	1.464857	1.464857	22.570000
2258.000000	7.135808	7.135808	22.580000
2259.000000	14.323064	14.323064	22.590000
2260.000000	11.353525	11.353525	22.600000
2261.000000	16.958171	16.958171	22.610000
2262.000000	6.913429	6.913429	22.620000
2263.000000	8.137038	8.137038	22.630000
2264.000000	24.704972	24.704972	22.640000
2265.000000	9.683546	9.683546	22.650000
2266.000000	3.657372	3.657372	22.660000
2267.000000	23.998611	23.998611	22.670000
2268.000000	4.792644	4.792644	22.680000
2269.000000	11.351298	11.351298	22.690000
2270.000000	26.185108	26.185108	22.700000
2271.000000	27.068155	27.068155	22.710000
2272.000000	-1.381753	1.381753	22.720000
2273.000000	5.633569	5.633569	22.730000
2274.000000	-3.422236	3.422236	22.740000
2275.000000	32.633458	32.633458	22.750000
2276.000000	1.994768	1.994768	22.760000
2277.000000	4.753309	4.753309	22.770000
2278.000000	-5.436183	5.436183	22.780000
2279.000000	8.472638	8.472638	22.790000
2280.000000	16.202256	16.202256	22.800000
2281.000000	29.036392	29.036392	22.810000
2282.000000	9.694240	9.694240	22.820000
2283.000000	7.475155	7.475155	22.830000
2284.000000	27.286743	27.286743	22.840000
2285.000000	-4.662035	4.662035	22.850000
2286.000000	-6.507540	6.507540	22.860000
2287.000000	6.751171	6.751171	22.870000
2288.000000	2.237517	2.237517	22.880000
2289.000000	-0.441965	0.441965	22.890000
2290.000000	5.072790	5.072790	22.900000
2291.000000	2.272354	2.272354	22.910000
2292.000000	7.086747	7.086747	22.920000
2293.000000	3.772022	3.772022	22.930000
2294.000000	5.293671	5.293671	22.940000
2295.000000	17.467031	17.467031	22.950000
2296.000000	3.350207	3.350207	22.960000
2297.000000	4.606114	4.606114	22.970000
2298.000000	11.517222	11.517222	22.980000
2299.000000	2.521931	2.521931	22.990000
2300.000000	7.295489	7.295489	23.000000
2301.000000	11.870460	11.870460	23.010000
2302.000000	14.718307	14.718307	23.020000
2303.000000	-0.028673	0.028673	23.030000
2304.000000	-9.793170	9.793170	23.040000
2305.000000	-6.360967	6.360967	23.050000
2306.000000	15.021691	15.021691	23.060000
2307.000000	15.192132	15.192132	23.070000
2308.000000	0.608421	0.608421	23.080000
2309.000000	-1.133452	1.133452	23.090000
2310.000000	7.887317	7.887317	23.100000
2311.000000	19.029587	19.029587	23.110000
2312.000000	17.031525	17.031525	23.120000
2313.000000	21.224304	21.224304	23.130000
2314.000000	-0.321065	0.321065	23.140000
2315.000000	14.896469	14.896469	23.150000
2316.000000	7.346748	7.346748	23.160000
2317.000000	22.462218	22.462218	23.170000
2318.000000	13.466159	13.466159	23.180000
2319.000000	15.510480	15.510480	23.190000
2320.000000	3.649823	3.649823	23.200000
2321.000000	18.615104	18.615104	23.210000
2322.000000	15.778048	15.778048	23.220000
2323.000000	4.578056	4.578056	23.230000
2324.000000	-1.625534	1.625534	23.240000
2325.000000	16.259908	16.259908	23.250000
2326.000000	-8.462620	8.462620	23.260000
2327.000000	14.569218	14.569218	23.270000
2328.000000	28.850692	28.850692	23.280000
2329.000000	-1.368311	1.368311	23.290000
2330.000000	12.646636	12.646636	23.300000
2331.000000	18.308019	18.308019	23.310000
2332.000000	1.880025	1.880025	23.320000
2333.000000	5.378937	5.378937	23.330000
2334.000000	-1.839530	1.839530	23.340000
2335.000000	18.271050	18.271050	23.350000
2336.000000	14.884975	14.884975	23.360000
2337.000000	25.066603	25.066603	23.370000
2338.000000	9.230580	9.230580	23.380000
2339.000000	18.700403	18.700403	23.390000
2340.000000	11.419138	11.419138	23.400000
2341.000000	-1.966756	1.966756	23.410000
2342.000000	5.017332	5.017332	23.420000
2343.000000	5.333756	5.333756	23.430000
2344.000000	9.107431	9.107431	23.440000
2345.000000	2.884188	2.884188	23.450000
2346.000000	11.144008	11.144008	23.460000
2347.000000	10.473780	10.473780	23.470000
2348.000000	-0.375671	0.375671	23.480000
2349.000000	-5.248101	5.248101	23.490000
2350.000000	19.782179	19.782179	23.500000
2351.000000	16.010993	16.010993	23.510000
2352.000000	8.984439	8.984439	23.520000
2353.000000	-2.726891	2.726891	23.530000
2354.000000	24.360009	24.360009	23.540000
2355.000000	5.487247	5.487247	23.550000
2356.000000	8.708671	8.708671	23.560000
2357.000000	10.561798	10.561798	23.570000
2358.000000	21.862375	21.862375	23.580000
2359.000000	-3.645523	3.645523	23.590000
2360.000000	-4.135620	4.135620	23.600000
2361.000000	1.585993	1.585993	23.610000
2362.000000	6.597902	6.597902	23.620000
2363.000000	13.172102	13.172102	23.630000
2364.000000	4.114297	4.114297	23.640000
2365.000000	15.793938	15.793938	23.650000
2366.000000	35.108631	35.108631	23.660000
2367.000000	12.201040	12.201040	23.670000
2368.000000	-5.158368	5.158368	23.680000
2369.000000	29.530885	29.530885	23.690000
2370.000000	23.912679	23.912679	23.700000
2371.000000	13.812899	13.812899	23.710000
2372.000000	12.231043	12.231043	23.720000
2373.000000	0.998930	0.998930	23.730000
2374.000000	8.937069	8.937069	23.740000
2375.000000	12.682133	12.682133	23.750000
2376.000000	11.665506	11.665506	23.760000
2377.000000	12.406595	12.406595	23.770000
2378.000000	-4.737082	4.737082	23.780000
2379.000000	14.359683	14.359683	23.790000
2380.000000	7.135230	7.135230	23.800000
2381.000000	33.450079	33.450079	23.810000
2382.000000	-11.814279	11.814279	23.820000
2383.000000	18.104284	18.104284	23.830000
2384.000000	18.174708	18.174708	23.840000
2385.000000	-5.345603	5.345603	23.850000
2386.000000	12.575918	12.575918	23.860000
2387.000000	10.594227	10.594227	23.870000
2388.000000	15.221393	15.221393	23.880000
2389.000000	11.912721	11.912721	23.890000
2390.000000	11.043011	11.043011	23.900000
2391.000000	17.012461	17.012461	23.910000
2392.000000	-3.002239	3.002239	23.920000
2393.000000	6.137094	6.137094	23.930000
2394.000000	-0.912273	0.912273	23.940000
2395.000000	9.343990	9.343990	23.950000
2396.000000	16.144048	16.144048	23.960000
2397.000000	30.454119	30.454119	23.970000
2398.000000	3.355313	3.355313	23.980000
2399.000000	26.452308	26.452308	23.990000
2400.000000	18.045717	18.045717	24.000000
2401.000000	7.412628	7.412628	24.010000
2402.000000	0.594504	0.594504	24.020000
2403.000000	15.067552	15.067552	24.030000
2404.000000	-0.528602	0.528602	24.040000
2405.000000	6.831772	6.831772	24.050000
2406.000000	7.117551	7.117551	24.060000
2407.000000	5.652288	5.652288	24.070000
2408.000000	5.105254	5.105254	24.080000
2409.000000	22.042762	22.042762	24.090000
2410.000000	2.497212	2.497212	24.100000
2411.000000	9.357553	9.357553	24.110000
2412.000000	-0.540325	0.540325	24.120000
2413.000000	-7.786440	7.786440	24.130000
2414.000000	15.606561	15.606561	24.140000
2415.000000	3.074520	3.074520	24.150000
2416.000000	19.692395	19.692395	24.160000
2417.000000	28.745530	28.745530	24.170000
2418.000000	4.933372	4.933372	24.180000
2419.000000	2.365148	2.365148	24.190000
2420.000000	7.982487	7.982487	24.200000
2421.000000	18.330335	18.330335	24.210000
2422.000000	1.352705	1.352705	24.220000
2423.000000	-1.742723	1.742723	24.230000
2424.000000	18.348284	18.348284	24.240000
2425.000000	-2.566357	2.566357	24.250000
2426.000000	1.955998	1.955998	24.260000
2427.000000	3.917857	3.917857	24.270000
2428.000000	1.895235	1.895235	24.280000
2429.000000	-8.700844	8.700844	24.290000
2430.000000	3.166062	3.166062	24.300000
2431.000000	25.930296	25.930296	24.310000
2432.000000	25.909249	25.909249	24.320000
2433.000000	18.604313	18.604313	24.330000
2434.000000	5.047865	5.047865	24.340000
2435.000000	9.447464	9.447464	24.350000
2436.000000	-2.076070	2.076070	24.360000
2437.000000	-2.697306	2.697306	24.370000
2438.000000	13.457648	13.457648	24.380000
2439.000000	22.896978	22.896978	24.390000
2440.000000	17.298710	17.298710	24.400000
2441.000000	8.364853	8.364853	24.410000
2442.000000	17.487811	17.487811	24.420000
2443.000000	11.841535	11.841535	24.430000
2444.000000	15.414213	15.414213	24.440000
2445.000000	21.677080	21.677080	24.450000
2446.000000	5.568470	5.568470	24.460000
2447.000000	8.349831	8.349831	24.470000
2448.000000	1.042042	1.042042	24.480000
2449.000000	7.641096	7.641096	24.490000
2450.000000	12.048901	12.048901	24.500000
2451.000000	12.232336	12.232336	24.510000
2452.000000	5.484501	5.484501	24.520000
2453.000000	14.322157	14.322157	24.530000
2454.000000	3.763318	3.763318	24.540000
2455.000000	24.198714	24.198714	24.550000
2456.000000	10.394535	10.394535	24.560000
2457.000000	-2.656056	2.656056	24.570000
2458.000000	-3.243585	3.243585	24.580000
2459.000000	9.602695	9.602695	24.590000
2460.000000	0.019475	0.019475	24.600000
2461.000000	-12.481444	12.481444	24.610000
2462.000000	5.567821	5.567821	24.620000
2463.000000	14.495805	14.495805	24.630000
2464.000000	5.929771	5.929771	24.640000
2465.000000	5.461648	5.461648	24.650000
2466.000000	4.362778	4.362778	24.660000
2467.000000	14.021439	14.021439	24.670000
2468.000000	21.358774	21.358774	24.680000
2469.000000	23.799637	23.799637	24.690000
2470.000000	10.065539	10.065539	24.700000
2471.000000	11.880427	11.880427	24.710000
2472.000000	12.204294	12.204294	24.720000
2473.000000	-8.360858	8.360858	24.730000
2474.000000	-6.302965	6.302965	24.740000
2475.000000	-2.945545	2.945545	24.750000
2476.000000	17.030743	17.030743	24.760000
2477.000000	5.045920	5.045920	24.770000
2478.000000	11.223024	11.223024	24.780000
2479.000000	4.241460	4.241460	24.790000
2480.000000	2.304277	2.304277	24.800000
2481.000000	23.844716	23.844716	24.810000
2482.000000	4.898865	4.898865	24.820000
2483.000000	23.545444	23.545444	24.830000
2484.000000	-6.733166	6.733166	24.840000
2485.000000	0.101300	0.101300	24.850000
2486.000000	17.750111	17.750111	24.860000
2487.000000	9.359892	9.359892	24.870000
2488.000000	8.089999	8.089999	24.880000
2489.000000	-11.604917	11.604917	24.890000
2490.000000	3.381319	3.381319	24.900000
2491.000000	14.496720	14.496720	24.910000
2492.000000	13.171919	13.171919	24.920000
2493.000000	28.216413	28.216413	24.930000
2494.000000	20.848598	20.848598	24.940000
2495.000000	4.640012	4.640012	24.950000
2496.000000	20.145826	20.145826	24.960000
2497.000000	27.544569	27.544569	24.970000
2498.000000	13.030335	13.030335	24.980000
2499.000000	6.825334	6.825334	24.990000
2500.000000	-15.191498	15.191498	25.000000
2501.000000	8.772275	8.772275	25.010000
2502.000000	12.857695	12.857695	25.020000
2503.000000	17.253443	17.253443	25.030000
2504.000000	10.891876	10.891876	25.040000
2505.000000	5.523068	5.523068	25.050000
2506.000000	-2.741853	2.741853	25.060000
2507.000000	16.993517	16.993517	25.070000
2508.000000	13.411506	13.411506	25.080000
2509.000000	7.920109	7.920109	25.090000
2510.000000	22.799202	22.799202	25.100000
2511.000000	19.061062	19.061062	25.110000
2512.000000	-5.383240	5.383240	25.120000
2513.000000	23.250451	23.250451	25.130000
2514.000000	24.816172	24.816172	25.140000
2515.000000	20.743693	20.743693	25.150000
2516.000000	15.787698	15.787698	25.160000
2517.000000	-16.025314	16.025314	25.170000
2518.000000	16.887677	16.887677	25.180000
2519.000000	22.910843	22.910843	25.190000
2520.000000	13.587013	13.587013	25.200000
2521.000000	-3.933083	3.933083	25.210000
2522.000000	7.555398	7.555398	25.220000
2523.000000	15.153861	15.153861	25.230000
2524.000000	7.510203	7.510203	25.240000
2525.000000	21.087546	21.087546	25.250000
2526.000000	23.812957	23.812957	25.260000
2527.000000	15.369007	15.369007	25.270000
2528.000000	-11.328619	11.328619	25.280000
2529.000000	6.780763	6.780763	25.290000
2530.000000	2.518591	2.518591	25.300000
2531.000000	2.681009	2.681009	25.310000
2532.000000	7.325821	7.325821	25.320000
2533.000000	1.993112	1.993112	25.330000
2534.000000	2.477625	2.477625	25.340000
2535.000000	-0.975802	0.975802	25.350000
2536.000000	4.785339	4.785339	25.360000
2537.000000	3.363457	3.363457	25.370000
2538.000000	28.803084	28.803084	25.380000
2539.000000	0.797454	0.797454	25.390000
2540.000000	-3.219307	3.219307	25.400000
2541.000000	5.935976	5.935976	25.410000
2542.000000	-3.234341	3.234341	25.420000
2543.000000	11.739462	11.739462	25.430000
2544.000000	12.267233	12.267233	25.440000
2545.000000	10.299762	10.299762	25.450000
2546.000000	14.244864	14.244864	25.460000
2547.000000	8.587240	8.587240	25.470000
2548.000000	4.999924	4.999924	25.480000
2549.000000	4.960558	4.960558	25.490000
2550.000000	6.365197	6.365197	25.500000
2551.000000	9.521849	9.521849	25.510000
2552.000000	-9.182292	9.182292	25.520000
2553.000000	8.928894	8.928894	25.530000
2554.000000	8.955095	8.955095	25.540000
2555.000000	18.049462	18.049462	25.550000
2556.000000	14.795999	14.795999	25.560000
2557.000000	-1.118281	1.118281	25.570000
2558.000000	6.320132	6.320132	25.580000
2559.000000	21.078998	21.078998	25.590000
2560.000000	21.423666	21.423666	25.600000
2561.000000	7.860328	7.860328	25.610000
2562.000000	0.318877	0.318877	25.620000
2563.000000	13.108805	13.108805	25.630000
2564.000000	4.127357	4.127357	25.640000
2565.000000	2.019480	2.019480	25.650000
2566.000000	11.281610	11.281610	25.660000
2567.000000	-13.082448	13.082448	25.670000
2568.000000	14.164547	14.164547	25.680000
2569.000000	18.207999	18.207999	25.690000
2570.000000	11.683307	11.683307	25.700000
2571.000000	1.349763	1.349763	25.710000
2572.000000	4.962892	4.962892	25.720000
2573.000000	11.701139	11.701139	25.730000
2574.000000	7.738178	7.738178	25.740000
2575.000000	22.670766	22.670766	25.750000
2576.000000	9.451830	9.451830	25.760000
2577.000000	13.151717	13.151717	25.770000
2578.000000	11.680787	11.680787	25.780000
2579.000000	21.304212	21.304212	25.790000
2580.000000	5.629430	5.629430	25.800000
2581.000000	22.354597	22.354597	25.810000
2582.000000	4.614508	4.614508	25.820000
2583.000000	2.977178	2.977178	25.830000
2584.000000	11.936939	11.936939	25.840000
2585.000000	8.102262	8.102262	25.850000
2586.000000	19.909585	19.909585	25.860000
2587.000000	7.714039	7.714039	25.870000
2588.000000	-3.694624	3.694624	25.880000
2589.000000	12.244267	12.244267	25.890000
2590.000000	11.662643	11.662643	25.900000
2591.000000	18.605857	18.605857	25.910000
2592.000000	11.949198	11.949198	25.920000
2593.000000	5.228596	5.228596	25.930000
2594.000000	19.179019	19.179019	25.940000
2595.000000	21.337178	21.337178	25.950000
2596.000000	1.941600	1.941600	25.960000
2597.000000	3.131435	3.131435	25.970000
2598.000000	14.892737	14.892737	25.980000
2599.000000	8.154154	8.154154	25.990000
2600.000000	3.345006	3.345006	26.000000
2601.000000	-4.304695	4.304695	26.010000
2602.000000	-16.004081	16.004081	26.020000
2603.000000	8.334428	8.334428	26.030000
2604.000000	28.262504	28.262504	26.040000
2605.000000	30.571987	30.571987	26.050000
2606.000000	12.363901	12.363901	26.060000
2607.000000	12.887798	12.887798	26.070000
2608.000000	20.710912	20.710912	26.080000
2609.000000	21.625289	21.625289	26.090000
2610.000000	11.011349	11.011349	26.100000
2611.000000	-9.483734	9.483734	26.110000
2612.000000	12.605004	12.605004	26.120000
2613.000000	10.299031	10.299031	26.130000
2614.000000	26.342653	26.342653	26.140000
2615.000000	19.496545	19.496545	26.150000
2616.000000	18.681618	18.681618	26.160000
2617.000000	9.521117	9.521117	26.170000
2618.000000	18.310454	18.310454	26.180000
2619.000000	9.314782	9.314782	26.190000
2620.000000	21.568924	21.568924	26.200000
2621.000000	23.766476	23.766476	26.210000
2622.000000	-5.318860	5.318860	26.220000
2623.000000	9.521832	9.521832	26.230000
2624.000000	-6.397875	6.397875	26.240000
2625.000000	1.499172	1.499172	26.250000
2626.000000	-0.424263	0.424263	26.260000
2627.000000	25.581382	25.581382	26.270000
2628.000000	4.523066	4.523066	26.280000
2629.000000	-12.446106	12.446106	26.290000
2630.000000	-3.385244	3.385244	26.300000
2631.000000	5.303302	5.303302	26.310000
2632.000000	11.873728	11.873728	26.320000
2633.000000	17.645994	17.645994	26.330000
2634.000000	13.712402	13.712402	26.340000
2635.000000	1.718647	1.718647	26.350000
2636.000000	16.097732	16.097732	26.360000
2637.000000	15.562532	15.562532	26.370000
2638.000000	7.721625	7.721625	26.380000
2639.000000	3.939063	3.939063	26.390000
2640.000000	-0.216563	0.216563	26.400000
2641.000000	3.695863	3.695863	26.410000
2642.000000	4.928093	4.928093	26.420000
2643.000000	4.547978	4.547978	26.430000
2644.000000	20.715800	20.715800	26.440000
2645.000000	1.236540	1.236540	26.450000
2646.000000	3.255632	3.255632	26.460000
2647.000000	23.520120	23.520120	26.470000
2648.000000	5.062210	5.062210	26.480000
2649.000000	14.019064	14.019064	26.490000
2650.000000	0.052607	0.052607	26.500000
2651.000000	23.690121	23.690121	26.510000
2652.000000	23.556603	23.556603	26.520000
2653.000000	11.477565	11.477565	26.530000
2654.000000	13.434676	13.434676	26.540000
2655.000000	1.638434	1.638434	26.550000
2656.000000	-0.714799	0.714799	26.560000
2657.000000	17.281464	17.281464	26.570000
2658.000000	-1.084999	1.084999	26.580000
2659.000000	10.951348	10.951348	26.590000
2660.000000	4.460814	4.460814	26.600000
2661.000000	15.795182	15.795182	26.610000
2662.000000	21.276430	21.276430	26.620000
2663.000000	8.500405	8.500405	26.630000
2664.000000	6.865795	6.865795	26.640000
2665.000000	8.745345	8.745345	26.650000
2666.000000	30.942323	30.942323	26.660000
2667.000000	13.822181	13.822181	26.670000
2668.000000	15.268911	15.268911	26.680000
2669.000000	18.389929	18.389929	26.690000
2670.000000	-0.259607	0.259607	26.700000
2671.000000	6.991369	6.991369	26.710000
2672.000000	4.186206	4.186206	26.720000
2673.000000	1.218100	1.218100	26.730000
2674.000000	-7.555915	7.555915	26.740000
2675.000000	10.550022	10.550022	26.750000
2676.000000	-2.484520	2.484520	26.760000
2677.000000	30.259626	30.259626	26.770000
2678.000000	15.805004	15.805004	26.780000
2679.000000	15.789218	15.789218	26.790000
